body,clusters_0,sentiment_positive_score,sentiment_negative_score,sentiment_combined_score,sentiment_summary,published_date,post_type,total_engagement,comments,shares,likes,author_gender,followers
", 'Muchneeded income' is (in theory) provided by the taxpayer. Doctors and nurses have enough on their plates (pun not intended) before chasing patients, waving a card machine. If the quality is bad, spend more and improve the food. Bad idea.",Poor Pay,2.478469122,2.482585843,-0.348233206,negative,"Mar 30, 2021",Replies,0,0,0,0,Male,93
", , , , Nurses have to do a degree, three years university at 9000 tuition. For a terrible wage. I agree, they should all get pay rises and better working conditions(good luck getting that off the Tories). You're the one arguing that nurses should shut up and be grateful.",Pay Rises,5.068811619,1.118036165,1.164959083,positive,"Jul 22, 2021",Replies,0,0,0,0,Unknown,67
", Kevin the state pension is not a generous living wage and this Tory betrayal is criminal The nic increase for normal working people is also criminal We deserve better politicians",Low Income Families,4.148538695,4.64071708,-0.458686337,negative,"Sep 7, 2021",Replies,0,0,0,0,Male,50
", This idea is MADNESS! As a small business, if min wage rises to £15 per hour, the cost to customer will have to rise too. We’ve no profit to absorb rise. We’ll be priced out & lose customers which means redundancies. Min wage hike = job losses. Simple economics are beyond labour!",Pay Rises,2.132700223,4.617472854,-1.119032257,negative,"Sep 28, 2021",Replies,0,0,0,0,Unknown,49
", , , The virus is not even as bad as winter flu FACT Figures are all false FACT It's all a ruse and a great big con FACT Government are liars FACT Scientists are all paid off liars FACT Lockdowns don't work FACT The vaccine kills FACT Population control is real FACT Wake up morons. ,",Wage Growth,1.706160178,5.351972392,-1.489793419,negative,"Sep 7, 2021",Replies,0,0,0,0,Unknown,45
", , I have had to beg and borrow to get this far. I was looking forward to taking it a bit easier after 41 years of paying all my taxes and bills in full and on time. Instead I’m 30K in debt, selling my house and in need of work at 57 years old. My poor wife does not deserve this 🥵",Cost of Living,1.538661899,4.64071708,-1.450529346,negative,"Mar 26, 2021",Replies,0,0,0,0,Male,42
", Thanks Boris..My supposed Sky superfast has been very poor during lockdown. These companies need to be held accountable, sick of paying good money and not getting what you are paying for🤬",Statutory Sick Pay,1.538661899,4.44582645,-1.407626228,negative,"Mar 19, 2021",Replies,0,0,0,0,Unknown,36
", In an ideal world that would be good but alas our world is far from ideal. As a nurse who has worked frontline I know a pay increase is not a viable option....we don't have money trees!",Leaseholding,2.843600297,3.24946592,-0.479993281,negative,"Mar 9, 2021",Replies,0,0,0,0,Female,34
", We need to slow down our push towards net zero. We'll protect the poorest in society while we keep pace with the rest of the world. We're trying to leap ahead at huge cost and the poorest will pay for it, meanwhile the rest of the world spread the costs. Supplemented by coal etc",Cost of Living,2.437371683,3.810708386,-0.793468411,negative,"Oct 20, 2021",Replies,0,0,0,0,Unknown,25
", , , Yeah let’s get the corrupt tories in the door, let them strip us of devolution, let’s pay for our care services,privatise the NHS,force Brexit &English nationalism on us,stop feeding hungry kids,and god forbid pay for the poor to go to university or give them free prescriptions!",Social Care,2.891547309,4.349932426,-0.754942141,negative,"Feb 25, 2021",Replies,0,0,0,0,Female,24
", , So we need another 8000 houses or so Budge Up . Well at least i will not be paying this £2 Trill debt off it is down to the youngsters now , pity the poor tykes never to own their own home .",Government Support,2.437371683,3.769610947,-0.78262511,negative,"Mar 25, 2021",Replies,0,0,0,0,Male,11
", They are misusing goverment money to cover Abiy Ahmed Isias Afwerke war crimes ;mostly the funds they are using for lobbying are Loans and grants which will be paid by poor Ethiopia tax payer;",Government Support,1.788857864,5.277455326,-1.428440275,negative,"Apr 9, 2021",Reposts,0,0,0,0,Male,4
"Politicians who tell you nurses are only worth 12.1% pay rises are enemies of the working class. Our nurses suffered a 7.4% pay cut over the last decade. In addition, they lost 1,199 health workers to CV19. Do not dare tell me they are not worth a proper pay rise. 15% Now!!!",Pay Rises,1.895733531,6.194832374,-1.530683195,negative,"May 3, 2021",Reposts,0,0,0,0,Male,49974
"See, the trouble with being a pensioner is that your income has NO chance of rising through better wages etc. Sunak has ignored the Triple Lock. Another MANIFESTO PROMISE BROKEN ~ funny, nobody mentions this But then, we are only bloody oldies! poverty r4today Budget21 wato ,",State Pension,3.514792871,5.015538612,-0.70213381,negative,"Oct 28, 2021",Reposts,0,0,0,0,Female,14788
"UK govt’s claim of levellingup has no substance. People’s incomes are depressed in real terms. The poor and retirees are targeted for income reduction. There is no effective strategy for longterm investment in productive assets to raise productivity. ,",Low Income Families,4.244432719,3.24946592,-0.079456065,neutral,"Oct 9, 2021",Reposts,0,0,0,0,Unknown,10185
"If Oxfam has an intrinsic problem with whiteness then it should shut down. Because it's about the whitest organisation there ever was  the epitome of ""white saviour"" activity. If that's a bad thing get out of the way, hand in your salaries and let new brands run the NGO sector.",Public Sector Pay,1.788857864,5.277455326,-1.428440275,negative,"Jun 30, 2021",Reposts,0,0,0,0,Female,6906
"So the cycle continues. We have had austerity since 2010 with the poor & ordinary people continuously paying back an imaginary ""debt"". This cycle will continue as we ""pay back"" more imaginary ""debt"" from COVID. The national budget is NOT a household budget. Wake up & fight this!",National Insurance,3.596987749,3.728513508,-0.382486462,negative,"Nov 27, 2020",Reposts,0,0,0,0,Unknown,6807
"Ahead of the budget, people will be looking to the Chancellor's announcement of a pay rise to help them through tough times. Instead they'll be bitterly disappointed to see almost half of any rise snatched away before it even reaches their bank accounts⬇️ , ,",Government Support,3.596987749,3.728513508,-0.382486462,negative,"Oct 25, 2021",Reposts,0,0,0,0,Male,2391
"Damning graphic from , on the Tory tax hike, which will leave low and middle income families hundreds of pounds worse off on top of the £1040 cuts to Universal Credit and soaring cost of Brexit Marr ,",Government Support,5.035782849,3.47562018,0.024222473,neutral,"Oct 3, 2021",Reposts,0,0,0,0,Female,26358
"FirstGroup’s biggest shareholder demands resignation of CEO  not because bus/train fares are high, worker wages are low or excessive executive pay, but because shareholders want more. Shareholder capitalism can't deliver fairness, far less social justice. ,",Social Care,4.196485707,2.944297162,0.007803714,neutral,"Jul 27, 2021",Reposts,0,0,0,0,Unknown,8329
"Clearly since the EU workers left, we don't have enough people to do the jobs. Labour say pay more and they will magically arrive  thanks Labour!🙄 The Tories say that wage rises lead to inflation  thanks Tories. Soon we won't be able to afford the things that aren't available!",Pay Rises,4.978246434,2.212596787,0.464337274,positive,"Sep 14, 2021",Reposts,0,0,0,0,Unknown,6436
"Unite Community members and supporters join in the national slow hand clap in protest of our NHS workers receiving a 1% pay rise. All NHS workers deserve better than a rise of 1%, we stand with them today and every day. WithNHSStaff NHSPayRiseNow ,",Poor Pay,4.92071002,3.533156595,-0.015312448,neutral,"Mar 11, 2021",Reposts,0,0,0,0,Unknown,25139
"Only 50% know main symptoms, less than a quarter seek a test if they have symptoms, only 50% properly isolate if ill. Lower income & caring responsibilities (e.g children) make isolating harder. Need to fix if we want to open safely as we vaccinate! ,",Low Income Families,3.32962267,4.411794601,-0.627996151,negative,"Apr 1, 2021",Reposts,0,0,0,0,Male,23048
"Furlough ends today as does the £20 UC uplift, we know , members as well as millions of other low paid key workers have struggled to survive the last 18months  removing both on the same day is cruel and will push millions further into poverty Shame on the Tories",Poor Pay,3.0269297,2.346537499,-0.091965621,neutral,"Sep 30, 2021",Reposts,0,0,0,0,Male,10893
"Slow income growth in Scotland means Scottish income tax revenues only £100m above where they would be without devolution despite £450m of tax rises. Spending per head 30% above England is almost entirely due to generosity of Barnett formula. New , ,",Wage Growth,4.517858663,1.153996424,1.018233475,positive,"Apr 1, 2021",Reposts,0,0,0,0,Unknown,10269
The hypocrisy of our media your hardship is because all these foreigners coming over here Why can a ballerina get a skilled visa but foreign lorry driver can’t Why is the pressure not on business to answer why it allowed skilled workers to end up on insecure contracts and low pay,Long Hours,2.891547309,4.349932426,-0.754942141,negative,"Sep 24, 2021",Original,44,0,14,30,Male,10709
"Time we stopped robbing those who have paid their Taxes all their lives who have been forced to sell their homes to pay the Care Bill. Yet we give Billions away in Foreign Aid no questions asked? Make's sense not to me! , via ,",Social Care,6.731975483,3.077323797,0.436234722,positive,"Jul 11, 2021",Original,39,3,14,22,Male,5263
"💥 ITS STRIKE TIME 💥 Couriers will be taking action today in response to unfair terminations, poor pay and overhiring. Good to see , preparing for the strike too by trying to offer £1.50 extra per drop to get riders to break strike 😂 THEYRE ALREADY RATTLED! ,",Leaseholding,2.437371683,6.261466277,-1.290067698,negative,"Nov 25, 2020",Original,62,0,24,38,Unknown,931
"There has been a shocking increase in child poverty since 2010  and alarmingly, most of this increase is in *households where someone is working* (but trapped in low pay, high housing costs and loss of benefits). In some BME households, well over half the children are in poverty ,",Low Income Families,1.927698206,4.774135302,-1.253459808,negative,"Feb 12, 2021",Reposts,0,0,0,0,Unknown,24300
The hypocrisy of our media your hardship is because all these foreigners coming over here Why can a ballerina get a skilled visa but foreign lorry driver can’t Why is the pressure not on business to answer why it allowed skilled workers to end up on insecure contracts and low pay,Long Hours,2.891547309,4.349932426,-0.754942141,negative,"Sep 24, 2021",Reposts,0,0,0,0,Unknown,9625
"Red Herring 2: VC salaries probably should be high: if they had similar levels of responsibility in the forprofit sector, they'd be doubled, tripled  or more. The problem is that their pay goes up, often with little oversight, while staff are being underpaid and overworked. 8/",Public Sector Pay,1.318853056,5.015538612,-1.682351944,negative,"Jan 18, 2021",Reposts,0,0,0,0,Unknown,6358
This government blames GPs for the shortage of face to face doctor appointments. It blames business for low wages; disabled people for being too disabled to work; refugees for dying in perilous sea crossings; the public for catching Covid. 10 out of 10 for scapegoating 🤨,Public Sector Pay,1.490714887,7.257096978,-1.929297679,negative,"Oct 14, 2021",Reposts,0,0,0,0,Unknown,4557
"A rise in the National Living Wage to £9.50 would be very welcome – especially given low earners have been the hardest hit by the crisis. However, the high headline increase would be a smaller real rise than some recent years, and won't compensate for the £20 a week cut to UC. 🧵 ,",Cost of Living,2.262839288,2.557453141,-0.46896514,negative,"Nov 1, 2021",Reposts,0,0,0,0,Female,2036
"Used to like Gary Barlow. Until he avoided tax. I have no time for millionaires who don't want to pay their fair share. That means taking money from schools, poor communities and hungry children. Scum.",Income Tax,2.843600297,4.64071708,-0.836371528,negative,"Feb 20, 2021",Reposts,0,0,0,0,Female,1691
"Time we stopped robbing those who have paid their Taxes all their lives who have been forced to sell their homes to pay the Care Bill. Yet we give Billions away in Foreign Aid no questions asked? Make's sense not to me! , via ,",Social Care,6.731975483,3.077323797,0.436234722,positive,"Jul 12, 2021",Reposts,0,0,0,0,Male,1049
"The decision to end the £20 uplift to UC in October will see the UK’s poorest families seeing their income fall just as unemployment rises, and leave the basic level of unemployment benefit at its lowest level since the early 1990s. Budget2021 ,",Government Support,6.659245341,1.846394278,0.936197877,positive,"Mar 4, 2021",Reposts,0,0,0,0,Unknown,872
"On a limited income and live in the OldSwan area? Then the , Food club [£3.50 for 10 items] is open Tuesday's 12:002:00pm for unemployed, retired w/ pension credits, low wage/disabled/ vulnerable bring ID  All necessary precautions are taken to ensure your safety. ,",Cost of Living,6.659245341,1.846394278,0.936197877,positive,"Jan 12, 2021",Reposts,0,0,0,0,Unknown,791
"Colleges offer opportunities to people of all ages & walks of life, empowering them to explore new training & career paths. Replacing college lecturers with poorerpaid, lower qualified staff isn't acceptable. That's why I support the , strike.",Public Sector Pay,6.716781755,1.846394278,0.944800846,positive,"Mar 31, 2021",Reposts,0,0,0,0,Female,540
"💥 ITS STRIKE TIME 💥 Couriers will be taking action today in response to unfair terminations, poor pay and overhiring. Good to see , preparing for the strike too by trying to offer £1.50 extra per drop to get riders to break strike 😂 THEYRE ALREADY RATTLED! ,",Leaseholding,2.437371683,6.261466277,-1.290067698,negative,"Nov 25, 2020",Reposts,0,0,0,0,Unknown,439
", , I really hope the Government will pay as it is scandalous that ordinary people are been fleeced for £1,000s due to poor building regs. The building companies should be paying for it too. Those affected are the worst kind of mortgageprisoners and deserve a reprieve from this hell",Poor Pay,3.603686721,1.9309001,0.277397553,neutral,"Apr 26, 2021",Reposts,0,0,0,0,Male,40
", , I really hope the Government will pay as it is scandalous that ordinary people are been fleeced for £1,000s due to poor building regs. The building companies should be paying for it too. Those affected are the worst kind of mortgageprisoners and deserve a reprieve from this hell",Poor Pay,3.603686721,1.9309001,0.277397553,neutral,"Apr 26, 2021",Replies,0,0,0,0,Male,39
"The government should understand the plight of the people already suffering on account of the Covid pandemic, rampant unemployment and salary cuts. The increase in petroleum prices will further push them against the wall. PriceHikeRejected",Mental Health,2.096739964,4.316675767,-1.068675458,negative,"Sep 16, 2021",Original,61,2,27,32,Unknown,12600
"Pay extra 4 Documents in English LANGUAGE ; also need another Passenger Location Form; Insurance does not cover illness whilst abroad if you test positive for covid & you have 2pay privately. , Low income groups suffer rather than wealthier. travelling",Low Income Families,4.113982629,1.846394278,0.45458328,positive,"Mar 1, 2021",Original,0,0,0,0,Female,11286
"Inequality is on the rise, and wages are nearly stagnant. This all came about after the fall in corporate rate of profits in 1970. After the golden age of capitalism, often referred to as embedded liberalism or controlled capitalism. Read more: ,",Mental Health,4.244432719,4.397879438,-0.382087893,negative,"May 27, 2021",Original,1,0,0,1,Unknown,5639
"“This is not money needed to ensure pensions hold their value relative to inflation... Pensions are not set to increase because the economy is booming, but because worker wages were so badly hit at the start of the pandemic”",House Prices,4.244432719,1.490714887,0.699778791,positive,"Jul 7, 2021",Original,1,0,0,1,Female,5034
"Today our poorest families will lose £1k a year while food & fuel prices rise. Any minimum wage increases won’t reach those who can’t work & will have much less impact on p/t workers, who are mainly women. I guess at least we know what ‘Build Back Better’ means now?",Minimum Wage Increase,3.66761607,1.99482945,0.262409731,neutral,"Oct 6, 2021",Original,38,1,9,28,Female,4746
"All dinghies and outboards should be auctioned off to US, (with no reserve), the poor SAD SAPS that have to pay housing, benefits, schooling and health care for all these unwanted unasked, unwelcome mendicant bloody parasites!",Mental Health,2.478469122,4.933343734,-1.034949511,negative,"Dec 9, 2020",Original,0,0,0,0,Unknown,3009
Doesn't half feel like even Keir Starmer's embarrassed by his own 2.1% NHS worker pay increase offer. Given even Emmanuel Macron gave their health workers a 10.0% rises. Jenny McGee bravely presented him an absolute open goal on the subject and he never touched it at PMQs.,Pay Rises,4.162028338,1.118036165,0.967855224,positive,"May 20, 2021",Original,4,0,2,2,Male,2724
According to the Sunday Times the three top tax payers in the UK are in either gambling or booze. Good that they are paying their taxes but isn’t it interesting that they have made their huge profits from our bad habits. Discuss!,State Pension,5.176692396,2.208222872,0.505404667,positive,"Jan 31, 2021",Original,1,1,0,0,Male,2694
I think high wage high skill economy is an empty Johnson mantra which hides the fact that the ‘low skills’ will still be banded with low wages b/c according to the Tories carers & factory workers don’t deserve a living wage.,Cost of Living,3.300854463,0.923197139,0.927520255,positive,"Oct 7, 2021",Original,3,0,1,2,Female,2247
"“Would the effect of the pandemic be taken under account during performance management? In these uncertain times it's important to know that especially knowing that your bills will be rising.” Read Robert’s story , winningatwork fairpayforall",Cost of Living,3.55589031,1.318853056,0.645269419,positive,"Dec 5, 2020",Original,3,0,1,2,Male,1871
"The UK already has among the highest food insecurity in the developed world, as well as depending on imports for 40% of its food. Sadly it’s the poorest who will pay most and suffer most from the policy of the Tories to make this FoodInsecurity so much worse",Cost of Living,1.895733531,3.837045127,-1.051670311,negative,"Dec 17, 2020",Original,1,0,0,1,Female,1605
"Brexit deal. More of this poor deal unravelled. UK business pay tariffs, VAT and more to sell to EU. We were told by Boris none! This will ruin many small business. Why did we agree? Maybe to support the big corporations? Yet another let down by the Tories. Time for ReformUK",State Pension,4.569539677,1.99482945,0.482280325,positive,"Jan 18, 2021",Original,2,0,1,1,Male,1360
"Stress  a thread. After my recent A&E admission I realised that I had a lot of hidden stress symptoms I hadn't been paying attention to  disturbed sleep, poor appetite, frequent indigestion, palpitations, headaches, and random aches and pains. I was wound up and ready to go.",Long Hours,1.734928385,6.041020503,-1.594180409,negative,"May 9, 2021",Original,1,1,0,0,Male,1060
"This proposed pay rise is simply not fair. But what does 'fair' mean? This is the most comprehensive book on what 'to be fair' really means. ,",Income Tax,2.829621813,1.229220437,0.4871893,neutral,"Mar 5, 2021",Original,0,0,0,0,Male,552
i am PHYSICALLY ILL thinking about how hard i worked to get and pay for pit tickets to harry styles and bc of his poor rescheduling i couldn’t go and to help a friend i sold it at lower than face value so i didn’t even make money and lost the experience i’m sick.,Low Income Families,3.358390878,3.539645236,-0.399138143,negative,"Sep 11, 2021",Original,3,0,0,3,Female,379
"All the money & all the evil are related. Until we break the cycle, it will continue. Holding bad people to account and the worlds problems will start to solve themselves. By paying a living wage and taxing high earners  the rich will start to be held accountable. It’s a start",Rich People,2.46035501,5.226407552,-1.099992087,negative,"May 16, 2021",Original,0,0,0,0,Unknown,300
"This has always been one of my main issues with brexit, the very poorest are going to suffer the most. If you outlay 80/90% of your disposable income on groceries this (combined with the energy price hike and the cut in UC) will be crippling. Its ok for the more well off 😥",Cost of Living,2.437371683,3.769610947,-0.78262511,negative,"Oct 10, 2021",Original,8,0,0,8,Male,176
"It is SO much easier to pay off 0% debt. Even if you have to shift it often because of bad credit. I did Virgin for 2years, now with mbna. I'll be shifting again at the end of the 0%  just to clear the last bit. 2½ years time the cards will be GONE!",Government Support,4.162028338,1.118036165,0.967855224,positive,"Mar 7, 2021",Original,0,0,0,0,Unknown,92
"Well. It seems the risk of bad publicity from a court case against someone who has mental health problems spooked them into settling. The Sun pays damages to Ben Stokes over family tragedy story ,",Mental Health,2.132700223,5.442822733,-1.283482514,negative,"Aug 30, 2021",Original,1,0,0,1,Unknown,91
"I will say it. Fuck you Conservatives RishiSunak Boris inequality remains under your control. Well done for discriminating against the poorest, self employed, minimum wage earners who remained working at risk during Covid. Sick to class myself as british same storm bollocks",Minimum Wage Increase,3.596987749,5.015538612,-0.679017647,negative,"Mar 3, 2021",Original,0,0,0,0,Unknown,31
British Gas’ key workers are also being exploited by the S188 Fire and Rehire that should be illegal this day in age. The government needs to outlaw this practice whilst it is at it! We don’t want a pay rise. We just want fairness. stopthebritishgasfire,Poor Pay,3.111404021,2.172262613,0.012731185,neutral,"Jan 11, 2021",Original,1,0,0,1,Male,24
"Financial insecurity is common for most people, especially those who have a lower income. But financial insecurity is not about how much you earn, it’s about your money mindset. Avoid financial insecurity by learning how to trade at , financial investing ,",Low Income Families,2.132700223,4.316675767,-1.051670311,negative,"Dec 23, 2020",Original,0,0,0,0,Unknown,0
"Good local governance, including support and space for UrbanPoor organisations & federations, can considerably reduce poverty, even if people’s actual incomes are not increasing 👉Don't miss 🆕, blog by , & ,. , EndPoverty",Leaseholding,3.14736428,2.208222872,0.007803714,neutral,"Aug 11, 2021",Reposts,0,0,0,0,Unknown,61066
", , Bitcoin is a rapidly inflating asset which is already too expensive for most lowwage workers to acquire significant quantities of it. It is not a solution to wealth inequality. On the contrary, it reinforces it.",Mental Health,3.638085188,3.728513508,-0.371125725,negative,"Mar 2, 2021",Replies,0,0,0,0,Female,59406
"2/ Brexiters blamed the roughly 3 million EU citizens in the UK for lost jobs and stagnant real wages, when the real shock was coming from far away in the form of several hundred million low paid workers entering global markets.",Poor Pay,1.538661899,7.257096978,-1.897640332,negative,"Jan 14, 2021",Replies,0,0,0,0,Male,52435
", , , Yes how dare they support nurses getting a proper payrise alongside all other low paid workers instead of a pay cut...",Poor Pay,6.601708926,1.846394278,0.927520255,positive,"Mar 7, 2021",Replies,0,0,0,0,Male,12245
"And of course, even if some do see a wage rise, that can easily get eaten up by inflation, benefit cuts and tax rises. But it's a slippery thing to define, and imagine trying to argue against rising wages being a good thing if the Tories pin their colours to ""Make Wages Rise""!",Pay Rises,4.797701254,2.564780721,0.279690321,neutral,"Oct 4, 2021",Reposts,0,0,0,0,Unknown,7336
"My social care company carries out an annual survey asking what we think of working for them. Every year the concerns are low pay and no sick pay They are struggling to recruit at the mo, and the CEO put out an email yesterday asking why we thought no one wants to work for them!",Statutory Sick Pay,4.113982629,2.137799449,0.308040974,neutral,"Oct 22, 2021",Reposts,0,0,0,0,Female,6815
", Agree many are on shyte wages, especially in both private and public social care. As are millions trying to survive in what remains of retail, personal care & hospitality. Can't support pay rises beyond already agreed for those in NHS in safe jobs on more than average wage.",Social Care,7.211381148,1.025774599,1.603638869,positive,"Mar 3, 2021",Replies,0,0,0,0,Unknown,6624
", 2021 looks terrible. We'll have too many jobs, too many pay rises, and too much economic growth. Hopefully the BoE/OBR anticipate this and take a hammer to our national wealth beforehand, to ensure that millenials aren't forced to endure excessive prosperity.",Wage Growth,3.66761607,2.899954951,-0.111726914,neutral,"Feb 25, 2021",Replies,0,0,0,0,Unknown,4749
"Your taxes are going up. Your rent is going up. Your bills are going up. Your commute is more expensive. And yet your wages are stagnant. If you're in the public sector, they've fallen in real terms. This isn't everyone paying their share: it is an attack on working people.",Public Sector Pay,2.307992848,6.668739675,-1.407626228,negative,"Sep 7, 2021",Reposts,0,0,0,0,Male,4427
", , , , , These people aren't being offered ultra low rates. They're being asked to pay 3% plus. The real problem is not enough affordable homes, but it's frustrating being refused a mortgage when you're already paying more in rent.",Wage Growth,2.843600297,4.703048196,-0.849713482,negative,"Sep 12, 2021",Replies,0,0,0,0,Male,3979
👉 This scheme supports pregnant women or those with children under four who have a low income and are in receipt of benefits to buy fresh fruit and vegetables. This will help people boost the longterm health of their children.,Low Income Families,7.075835947,1.318853056,1.333349539,positive,"Jan 16, 2021",Replies,0,0,0,0,Male,3959
", , Diet is important, vital. But money plays a part in this. You can only get what you can afford. Poverty and inadequate low pay play a huge role in obesity in many different ways.",Poor People,4.196485707,2.944297162,0.007803714,neutral,"Jan 26, 2021",Reposts,0,0,0,0,Unknown,3942
", , Let’s not forget the huge rises in the cost of living ie massive rises in fuel costs, food, gas, oil, electricity, council tax and the NI increase. Rising costs which will obliterate any benefit to those receiving the pay increases 🙄",Council Tax,4.67092614,1.490714887,0.795527984,positive,"Oct 26, 2021",Reposts,0,0,0,0,Unknown,3455
", , If they don't want people to have abortions because they can't afford to raise a child maybe they could, like, provide free childcare etc for low income parents and work towards reducing poverty?",Low Income Families,3.596987749,2.731829832,-0.071448484,neutral,"Oct 6, 2021",Replies,0,0,0,0,Unknown,3387
", Turns out yes that in the EU we did indeed rely on badly paid men from overseas moving stuff around in the night. “Bring back the glory days of underpaid migrants” you can hear the imperialists saying. *Spot the hypocrisy.",State Pension,2.765692463,3.837045127,-0.67398512,negative,"Sep 24, 2021",Replies,0,0,0,0,Male,3289
"Billionaires and millionaires who refuse to pay UK tax, given billions in furlough and lucrative contracts $20 million did immunity test 37 billion failed test and trace Economic crash biggest G7 because they mishandled virus Tories will make poorest pay marr",State Pension,2.843600297,5.75556769,-1.051670311,negative,"Mar 28, 2021",Reposts,0,0,0,0,Unknown,3222
", It just means the poorer in society will have pay disproportionately more of their income (if they work) to pay for your mistakes. Those without a job will have to try and get by at subsistence levels and all the while you and your mates shovel money in to tax havens",Rich People,4.100591683,2.944297162,-0.015312448,neutral,"Mar 3, 2021",Replies,0,0,0,0,Male,3093
", , It's wrong on so many counts. Brexit is about deregulation and lower standards. Look at the measures the govt first took to alleviate the HGV crisis, longer hours easier tests. Wage increases were an unintended consequences and only represents temporary leverage.",Long Hours,3.183324539,2.244183131,0.00301092,neutral,"Oct 5, 2021",Reposts,0,0,0,0,Unknown,2907
"Solidarity with all library workers, especially those on frontline lowpaid contracts at the sharp edge of this public health crisis, which is also a sectoral leadership crisis. ProtectLibraryWorkers ProtectCommunities JoinAUnion GetOrganised ,",Mental Health,4.193479927,4.488366262,-0.414531444,negative,"Jan 5, 2021",Reposts,0,0,0,0,Unknown,2735
", , The point you seem to be missing is: Taxing income decreases productivity. Taxing consumption will similarly decrease spending. We're in a recession. We shouldn't be doing either.",Wage Growth,1.118036165,5.514743251,-1.942424965,negative,"Feb 28, 2021",Replies,0,0,0,0,Male,2504
", Poor guy. How will he be able to cope with paying for life's essentials like nannies and personal trainers, IT or otherwise, if he loses all those chickenfeed bonusses? He will need at least another 150k. Has he asked Tory VIPs yet to crowdfund him?",Poor Pay,4.674408937,2.564780721,0.253656148,neutral,"Jun 28, 2021",Replies,0,0,0,0,Male,1875
", , , , How much of that pay average includes all the bureaucrats added by the Tories for unnecessary internal market red tape? Genuine question. It's OK to want many more poor people to die rather than restore Labour funding of 10 years ago but why can't people be honest about it.",Poor People,3.111404021,3.527286147,-0.472028291,negative,"Jul 15, 2021",Replies,0,0,0,0,Male,1652
"Well off and even middle classes in some cases that are made to suffer. Tax rises for us, yet no signs of legislation to close tax loop holes, or a corporation tax for companies like Amazon & Google on UK profits. That alone would bring in billions. But no, the poor pay as usual",Pay Rises,5.549371117,1.538661899,0.936197877,positive,"Sep 27, 2021",Replies,0,0,0,0,Unknown,1587
", , Come on Brian! I thought you were better than that! ""BitBoy"" is just a paid shill to the highest bidder! Repeatedly wrecking his followers with bad/paid advice! If you want truth in the crypto space you have to come to , and research hex $hex ,",Low Income Families,4.674408937,2.523683282,0.26980968,neutral,"Jun 23, 2021",Replies,0,0,0,0,Unknown,1561
", , , , , , , , , , , , , , a venue that behaves SO unethically, is ready to take that big step and become values driven. (And also, to be completely different  salaries would lower, income would drastically drop etc.) I am pro subsidy for the society  but I think they're a real way off the reality.",Low Income Families,3.791020113,0.813117211,1.192941561,positive,"Sep 13, 2021",Replies,0,0,0,0,Female,1434
", , So what are these external factors that are to blame for Starmer’s poor polling ? A friendly, almost puppy dog like press/TV/radio media ? A supportive, nonundermining PLP & paid staff at Labour HQ, who are all quiet about any disagreements and who all have been behind him ?",Public Sector Pay,4.100591683,1.490714887,0.665301891,positive,"Jun 12, 2021",Replies,0,0,0,0,Unknown,1400
"Pay is poor, yes. Do remember we are a notforprofit without many of the fundraising & publicity resources other similar organisations enjoy (e.g. RSPB's reserves & shops). That's not a great excuse but it is a legitimate consideration as money is tight. 2/",Small Businesses,4.196485707,3.235081816,-0.08638037,neutral,"Oct 20, 2021",Replies,0,0,0,0,Unknown,1264
", , , We have been misgoverned for so long now that most of us have day to day issues which we regard as more important & more pressing such as low wages, poor housing, illhealth, crime, etc. I think this is what , is talking about. Doesn’t mean the rest is unimportant",Long Hours,0.923197139,3.453340614,-1.665828129,negative,"Jun 27, 2021",Replies,0,0,0,0,Male,1230
", , , Because we learn and improve. Meanwhile scientists that support Geronticide, e.g. people like Prof Sikora that signed the Great Barrington Scam are placing lower values on the lives of some people than others driven by monetary considerations. Rightwingers don't like paying tax.",Low Income Families,6.993641069,1.526999606,1.175122959,positive,"Dec 9, 2020",Replies,0,0,0,0,Male,1097
"Literally just go fuck yourselves you bunch of cunts, wages have been in decline for 40 years while costs increase. Stop addressing workers as though they are naughty children and try talking about real problems that people face ,",Wage Growth,1.538661899,5.851461714,-1.682351944,negative,"Aug 10, 2021",Reposts,0,0,0,0,Unknown,1069
", They have created an unequal and grossly unfair mechanism to pay for care. In essence they are also disinheriting children of the many whose parents worked hard to buy their own homes.",Social Care,1.846394278,6.906681228,-1.665828129,negative,"Sep 11, 2021",Replies,0,0,0,0,Male,1030
", , You’re quite happy for these people to nurse you back to health. To empty your rubbish. To maintain your roads. To provide services that you could not provide for yourself and yet you complain about giving them a pay rise that is already useless due to inflation. ,",House Prices,2.132700223,4.352636026,-1.059966348,negative,"Oct 26, 2021",Replies,0,0,0,0,Unknown,1018
", If care came under a national umbrella these inequalities could begin to be addressed. There absolutely should be public outrage at the lowwages care staff are paid. It’s an indicator of a very sick nation that we value profits above people. Things need to change.",Social Care,3.207786249,2.02979051,0.111074876,neutral,"Mar 6, 2021",Reposts,0,0,0,0,Unknown,944
", , I know bad things happen everywhere but God!!I’ll pay anything to get posted or redeployed to a better state!One human will now tell me you don’t know what the future holds for you in the N****! Godforbid! Even God will not run me that kind Street!God protect her please.🥺",Government Support,5.64974358,0.894428932,1.496606399,positive,"Sep 6, 2021",Replies,0,0,0,0,Unknown,851
